"age","education.num","occupation","race","sex","hours.per.week","income","marital.statusN","educationN","workclassN","native.countryN"
39,9," Exec-managerial"," White"," Female",34," <=50K"," Maried"," School"," Private"," United-States"
36,9," Adm-clerical"," White"," Female",39," >50K"," Seperated"," School"," Private"," Other"
20,9," Machine-op-inspct"," White"," Female",29," <=50K"," Unmaried"," School"," Private"," Other"
30,12," Other-service"," White"," Female",30," <=50K"," Seperated"," Assoc_Degree"," Private"," United-States"
21,9," Adm-clerical"," White"," Female",39," <=50K"," Unmaried"," School"," Private"," United-States"
46,8," Transport-moving"," White"," Male",58," >50K"," Maried"," School"," Without-pay"," United-States"
39,8," Transport-moving"," Black"," Male",34," <=50K"," Maried"," School"," Private"," United-States"
33,3," Transport-moving"," White"," Male",39," <=50K"," Maried"," School"," Private"," United-States"
42,10," Craft-repair"," White"," Male",43," >50K"," Maried"," School"," Self employed"," United-States"
39,12," Prof-specialty"," White"," Male",66," >50K"," Maried"," Bachelors"," Self employed"," United-States"
72,3," Sales"," White"," Female",30," <=50K"," Widowed"," School"," Private"," United-States"
47,14," Prof-specialty"," Black"," Male",40," <=50K"," Maried"," Post-Graduate"," Gov"," United-States"
16,10," Adm-clerical"," White"," Male",39," <=50K"," Unmaried"," School"," Gov"," United-States"
48,9," Craft-repair"," Black"," Male",39," <=50K"," Maried"," School"," Private"," United-States"
42,3," Adm-clerical"," Black"," Female",39," <=50K"," Unmaried"," Bachelors"," Private"," United-States"
52,9," Handlers-cleaners"," White"," Male",39," <=50K"," Maried"," School"," Private"," United-States"
16,9," Handlers-cleaners"," Black"," Male",17," <=50K"," Unmaried"," School"," Private"," United-States"
20,10," Craft-repair"," White"," Male",43," <=50K"," Maried"," Assoc_Degree"," Private"," United-States"
19,7," Other-service"," White"," Female",21," <=50K"," Unmaried"," School"," Private"," United-States"
58,9," Tech-support"," White"," Male",40," <=50K"," Maried"," School"," Gov"," United-States"
40,10," Adm-clerical"," White"," Male",42," >50K"," Seperated"," School"," Private"," United-States"
42,8," Adm-clerical"," Black"," Female",30," <=50K"," Unmaried"," School"," Private"," Other"
41,10," Adm-clerical"," White"," Female",35," <=50K"," Maried"," School"," Private"," United-States"
42,8," Other-service"," White"," Female",39," <=50K"," Widowed"," School"," Private"," United-States"
46,13," Prof-specialty"," Asian-Pac-Islander"," Male",45," >50K"," Maried"," Post-Graduate"," Private"," Other"
43,12," Exec-managerial"," White"," Male",55," >50K"," Maried"," Bachelors"," Self employed"," United-States"
43,3," Farming-fishing"," White"," Male",49," <=50K"," Unmaried"," Bachelors"," Self employed"," United-States"
26,12," Prof-specialty"," White"," Female",39," <=50K"," Unmaried"," Bachelors"," Private"," Other"
32,12," Prof-specialty"," White"," Female",39," <=50K"," Seperated"," Bachelors"," Gov"," United-States"
42,9," Other-service"," Black"," Male",39," >50K"," Maried"," School"," Private"," United-States"
61,9," Adm-clerical"," White"," Female",34," <=50K"," Widowed"," School"," Self employed"," United-States"
34,12," Tech-support"," White"," Male",39," >50K"," Maried"," Bachelors"," Gov"," United-States"
22,6," Other-service"," Black"," Female",39," <=50K"," Unmaried"," School"," Private"," United-States"
46,8," Other-service"," White"," Female",34," <=50K"," Seperated"," School"," Private"," Other"
37,12," Prof-specialty"," White"," Male",40," >50K"," Maried"," Assoc_Degree"," Private"," United-States"
25,8," Farming-fishing"," White"," Male",39," <=50K"," Unmaried"," School"," Private"," United-States"
62,3," Farming-fishing"," White"," Male",49," <=50K"," Maried"," School"," Self employed"," United-States"
26,9," Adm-clerical"," Black"," Female",29," <=50K"," Maried"," School"," Gov"," United-States"
25,12," Prof-specialty"," Black"," Female",69," <=50K"," Seperated"," Bachelors"," Self employed"," United-States"
28,15," Prof-specialty"," Black"," Male",39," <=50K"," Maried"," Post-Graduate"," Private"," United-States"
25,12," Adm-clerical"," White"," Female",44," <=50K"," Unmaried"," Bachelors"," Private"," United-States"
41,12," Protective-serv"," White"," Male",60," <=50K"," Unmaried"," Bachelors"," Gov"," United-States"
39,9," Adm-clerical"," White"," Female",49," >50K"," Maried"," School"," Gov"," United-States"
61,8," Farming-fishing"," Asian-Pac-Islander"," Male",49," <=50K"," Maried"," School"," Self employed"," United-States"
42,3," Other-service"," Black"," Male",39," <=50K"," Seperated"," School"," Private"," United-States"
47,9," Adm-clerical"," Asian-Pac-Islander"," Male",35," >50K"," Maried"," School"," Private"," Other"
42,8," Craft-repair"," White"," Male",43," >50K"," Maried"," School"," Gov"," United-States"
36,10," Exec-managerial"," White"," Male",55," >50K"," Maried"," School"," Self employed"," United-States"
33,3," Other-service"," Black"," Female",40," <=50K"," Maried"," School"," Self employed"," United-States"
49,8," Transport-moving"," White"," Male",40," <=50K"," Maried"," School"," Private"," United-States"
19,6," Handlers-cleaners"," White"," Female",39," <=50K"," Unmaried"," School"," Self employed"," United-States"
70,15," Prof-specialty"," Amer-Indian-Eskimo"," Female",43," >50K"," Maried"," Bachelors"," Without-pay"," United-States"
75,3," Craft-repair"," White"," Female",44," <=50K"," Seperated"," Bachelors"," Private"," United-States"
49,10," Craft-repair"," White"," Male",39," >50K"," Maried"," School"," Private"," United-States"
37,9," Exec-managerial"," Black"," Female",39," >50K"," Maried"," School"," Private"," Other"
53,12," Adm-clerical"," Asian-Pac-Islander"," Male",56," >50K"," Maried"," Bachelors"," Private"," Other"
30,12," Sales"," White"," Female",39," <=50K"," Maried"," Assoc_Degree"," Private"," United-States"
29,4," Handlers-cleaners"," White"," Female",18," <=50K"," Unmaried"," School"," Private"," United-States"
42,9," Prof-specialty"," White"," Female",39," >50K"," Seperated"," School"," Gov"," United-States"
41,14," Prof-specialty"," Black"," Female",39," <=50K"," Unmaried"," Post-Graduate"," Private"," United-States"
18,8," Farming-fishing"," White"," Male",29," <=50K"," Unmaried"," School"," Private"," United-States"
33,13," Prof-specialty"," White"," Male",39," <=50K"," Unmaried"," Bachelors"," Private"," United-States"
42,9," Machine-op-inspct"," Black"," Female",39," <=50K"," Maried"," School"," Private"," United-States"
55,3," Protective-serv"," Black"," Female",39," <=50K"," Maried"," School"," Private"," United-States"
49,9," Other-service"," White"," Male",39," >50K"," Maried"," Bachelors"," Self employed"," United-States"
54,3," Craft-repair"," White"," Male",48," >50K"," Maried"," School"," Private"," United-States"
55,9," Adm-clerical"," Asian-Pac-Islander"," Male",39," >50K"," Maried"," School"," Self employed"," United-States"
41,4," Farming-fishing"," White"," Male",43," <=50K"," Maried"," School"," Self employed"," United-States"
21,10," Prof-specialty"," Asian-Pac-Islander"," Female",36," <=50K"," Unmaried"," Assoc_Degree"," Private"," United-States"
39,12," Exec-managerial"," White"," Male",65," >50K"," Maried"," Bachelors"," Self employed"," United-States"
32,5," Sales"," Black"," Male",39," <=50K"," Seperated"," School"," Private"," Other"
47,7," Craft-repair"," White"," Male",39," <=50K"," Maried"," School"," Self employed"," United-States"
31,3," Prof-specialty"," White"," Male",39," >50K"," Maried"," School"," Private"," United-States"
37,14," Prof-specialty"," Asian-Pac-Islander"," Male",61," >50K"," Maried"," Bachelors"," Private"," United-States"
41,15," Prof-specialty"," White"," Male",44," >50K"," Maried"," School"," Gov"," United-States"
32,11," Tech-support"," White"," Female",35," <=50K"," Unmaried"," Assoc_Degree"," Private"," United-States"
21,7," Other-service"," White"," Female",29," <=50K"," Unmaried"," School"," Private"," United-States"
67,13," Other-service"," Asian-Pac-Islander"," Female",60," <=50K"," Maried"," Post-Graduate"," Self employed"," Other"
48,9," Adm-clerical"," White"," Male",39," <=50K"," Maried"," School"," Gov"," United-States"
55,13," Exec-managerial"," White"," Male",43," >50K"," Maried"," Post-Graduate"," Private"," United-States"
29,12," Sales"," White"," Male",59," >50K"," Maried"," Bachelors"," Gov"," United-States"
35,6," Machine-op-inspct"," White"," Female",43," <=50K"," Seperated"," School"," Private"," United-States"
33,8," Machine-op-inspct"," Other"," Male",39," <=50K"," Maried"," School"," Gov"," United-States"
44,12," Exec-managerial"," White"," Male",58," >50K"," Maried"," Bachelors"," Gov"," United-States"
37,6," Craft-repair"," White"," Male",60," <=50K"," Unmaried"," School"," Private"," Other"
43,8," Adm-clerical"," Asian-Pac-Islander"," Male",34," <=50K"," Maried"," School"," Self employed"," United-States"
40,9," Craft-repair"," Black"," Female",39," <=50K"," Seperated"," School"," Private"," United-States"
27,11," Tech-support"," White"," Female",56," <=50K"," Unmaried"," Assoc_Degree"," Private"," United-States"
27,7," Sales"," White"," Male",58," <=50K"," Unmaried"," School"," Private"," United-States"
38,12," Craft-repair"," White"," Male",49," <=50K"," Maried"," Bachelors"," Gov"," United-States"
47,8," Adm-clerical"," White"," Male",35," <=50K"," Unmaried"," School"," Gov"," Other"
43,3," Transport-moving"," White"," Male",42," <=50K"," Unmaried"," School"," Private"," Other"
25,12," Tech-support"," White"," Female",40," <=50K"," Unmaried"," Bachelors"," Private"," United-States"
43,3," Craft-repair"," Black"," Male",42," <=50K"," Unmaried"," School"," Private"," United-States"
37,9," Adm-clerical"," Black"," Female",39," <=50K"," Widowed"," School"," Private"," United-States"
34,8," Adm-clerical"," White"," Male",34," <=50K"," Seperated"," School"," Private"," United-States"
42,8," Protective-serv"," White"," Male",33," >50K"," Maried"," School"," Self employed"," United-States"
58,14," Prof-specialty"," White"," Male",59," >50K"," Maried"," Bachelors"," Self employed"," United-States"
60,8," Transport-moving"," White"," Male",54," <=50K"," Maried"," School"," Private"," United-States"
24,10," Exec-managerial"," White"," Male",39," >50K"," Maried"," School"," Gov"," United-States"
62,8," Other-service"," Black"," Female",35," <=50K"," Widowed"," School"," Private"," United-States"
45,8," Craft-repair"," Black"," Male",53," >50K"," Maried"," School"," Private"," United-States"
42,9," Exec-managerial"," White"," Male",39," >50K"," Maried"," School"," Private"," United-States"
43,8," Adm-clerical"," White"," Female",29," <=50K"," Seperated"," School"," Private"," United-States"
27,8," Craft-repair"," White"," Male",35," <=50K"," Maried"," School"," Private"," United-States"
28,7," Handlers-cleaners"," White"," Male",39," <=50K"," Maried"," School"," Private"," United-States"
52,14," Prof-specialty"," White"," Female",45," <=50K"," Seperated"," Post-Graduate"," Private"," United-States"
26,9," Adm-clerical"," Black"," Female",34," <=50K"," Unmaried"," School"," Gov"," United-States"
42,9," Craft-repair"," White"," Female",4," <=50K"," Unmaried"," School"," Private"," United-States"
42,12," Prof-specialty"," White"," Female",40," <=50K"," Maried"," Bachelors"," Private"," United-States"
50,10," Sales"," White"," Female",39," <=50K"," Seperated"," School"," Private"," United-States"
48,12," Adm-clerical"," White"," Female",49," >50K"," Maried"," Bachelors"," Self employed"," United-States"
26,11," Prof-specialty"," White"," Female",40," <=50K"," Unmaried"," Assoc_Degree"," Private"," United-States"
25,12," Other-service"," White"," Female",44," <=50K"," Maried"," Assoc_Degree"," Private"," United-States"
39,8," Machine-op-inspct"," Black"," Male",39," <=50K"," Unmaried"," School"," Private"," United-States"
53,9," Sales"," Asian-Pac-Islander"," Male",39," <=50K"," Seperated"," School"," Self employed"," Other"
51,8," Handlers-cleaners"," White"," Male",21," >50K"," Seperated"," School"," Private"," United-States"
38,12," Exec-managerial"," White"," Female",39," <=50K"," Unmaried"," Bachelors"," Private"," United-States"
42,15," Prof-specialty"," White"," Female",43," <=50K"," Seperated"," School"," Private"," United-States"
32,13," Prof-specialty"," Asian-Pac-Islander"," Female",35," <=50K"," Unmaried"," Post-Graduate"," Private"," Other"
25,12," Craft-repair"," Black"," Female",40," <=50K"," Unmaried"," Bachelors"," Private"," United-States"
43,12," Sales"," White"," Female",49," <=50K"," Unmaried"," School"," Private"," United-States"
19,9," Craft-repair"," White"," Male",59," <=50K"," Unmaried"," School"," Private"," United-States"
48,8," Adm-clerical"," Asian-Pac-Islander"," Female",39," >50K"," Seperated"," School"," Private"," United-States"
17,9," Adm-clerical"," White"," Male",19," <=50K"," Unmaried"," School"," Self employed"," United-States"
51,8," Craft-repair"," Black"," Male",57," <=50K"," Maried"," School"," Private"," United-States"
45,11," Prof-specialty"," White"," Male",44," >50K"," Maried"," Assoc_Degree"," Private"," United-States"
49,8," Sales"," Black"," Male",39," <=50K"," Seperated"," School"," Gov"," United-States"
37,9," Handlers-cleaners"," White"," Male",59," <=50K"," Maried"," School"," Private"," United-States"
22,10," Adm-clerical"," Black"," Female",34," >50K"," Unmaried"," School"," Private"," United-States"
54,9," Craft-repair"," White"," Female",34," >50K"," Maried"," School"," Private"," United-States"
40,8," Sales"," White"," Male",39," >50K"," Maried"," School"," Private"," United-States"
53,12," Exec-managerial"," White"," Male",39," >50K"," Maried"," Bachelors"," Self employed"," United-States"
21,9," Adm-clerical"," White"," Female",34," <=50K"," Unmaried"," School"," Private"," United-States"
42,12," Prof-specialty"," White"," Male",43," >50K"," Maried"," Bachelors"," Gov"," United-States"
22,13," Prof-specialty"," Other"," Female",36," <=50K"," Unmaried"," Bachelors"," Gov"," Other"
42,3," Priv-house-serv"," Black"," Female",34," <=50K"," Unmaried"," School"," Private"," Other"
